,MAG,query,target,identity,aln_len,evalue,bitscore,product,contig,start,end,taxonomy,Protein ID,Organism name,Locus,Gene,Function,PFAM ID,Reference,mid,distance,cluster,cluster_size
47254,GCA_902800465.1,EJF39099.1,GCA_902800465.1_NBBLFK_01792,45.3,267,1.26e-74,233.0,Transketolase 1,CADCEU010000126.1,4153,4992,d__Bacteria;p__Bacillota;c__Clostridia;o__Saccharofermentanales;f__Saccharofermentanaceae;g__Saccharofermentans;s__Saccharofermentans sp016292145,EJF39099.1,Clostridium sp. MSTE9,sulfo-TK,sqwG,SF transketolase,PF00456,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,4572.5,1274.5,35128,4
47255,GCA_902800465.1,EJF39090.1,GCA_902800465.1_NBBLFK_01793,44.9,296,4.91e-73,231.0,1-deoxy-D-xylulose-5-phosphate synthase,CADCEU010000126.1,4995,5933,d__Bacteria;p__Bacillota;c__Clostridia;o__Saccharofermentanales;f__Saccharofermentanaceae;g__Saccharofermentans;s__Saccharofermentans sp016292145,EJF39090.1,Clostridium sp. MSTE9,sulfo-TK,sqwH,SF transketolase,"PF02779, PF02780",https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,5464.0,891.5,35128,4
47260,GCA_902800465.1,EJF39089.1,GCA_902800465.1_NBBLFK_02635,33.3,147,8.75e-22,89.4,Ribose-5-phosphate isomerase B,CADCEU010000266.1,1603,2055,d__Bacteria;p__Bacillota;c__Clostridia;o__Saccharofermentanales;f__Saccharofermentanaceae;g__Saccharofermentans;s__Saccharofermentans sp016292145,EJF39089.1,Clostridium sp. MSTE9,sulfo-TK,sqwI,SE isomerase,PF02502,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,1829.0,,35133,2
47261,GCA_902800465.1,PRO65854.1,GCA_902800465.1_NBBLFK_02636,30.4,168,6.49e-05,49.7,Gamma-glutamyl phosphate reductase,CADCEU010000266.1,2077,3126,d__Bacteria;p__Bacillota;c__Clostridia;o__Saccharofermentanales;f__Saccharofermentanaceae;g__Saccharofermentans;s__Saccharofermentans sp016292145,PRO65854.1,Alkalicoccus urumqiensis BZ-SZ-XJ18,sulfo-EMP,slaB,SLA dehydrogenase,PF02826,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,2601.5,772.5,35133,2
47340,GCA_902800525.1,WP_017967310.1,GCA_902800525.1_OHDIAB_00128,24.5,249,2.52e-07,54.7,3-oxoacyl-[acyl-carrier-protein] reductase,CADCEV010000001.1,131553,132299,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Colicola;s__Colicola sp902800525,WP_017967310.1,Rhizobium leguminosarum bv. trifolii SRDI565,sulfo-ED,sedA,SQ dehydrogenase,PF13561,https://pmc.ncbi.nlm.nih.gov/articles/pmid/32444469/ ,131926.0,18627.0,35138,2
47341,GCA_902800525.1,WP_017967310.1,GCA_902800525.1_OHDIAB_00129,35.1,245,3.28e-27,108.0,3-oxoacyl-ACP synthase,CADCEV010000001.1,132302,133030,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Colicola;s__Colicola sp902800525,WP_017967310.1,Rhizobium leguminosarum bv. trifolii SRDI565,sulfo-ED,sedA,SQ dehydrogenase,PF13561,https://pmc.ncbi.nlm.nih.gov/articles/pmid/32444469/ ,132666.0,740.0,35138,2
47403,GCA_902800565.1,PRO65852.1,GCA_902800565.1_AIKCAF_01292,26.5,215,2.79e-06,53.9,Pyrophosphate--fructose 6-phosphate 1-phosphotransferase,CADCEZ010000044.1,11531,13222,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Physcousia;s__Physcousia sp902799985,PRO65852.1,Alkalicoccus urumqiensis BZ-SZ-XJ18,sulfo-EMP,sqiK,SF kinase,PF00365,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,12376.5,,35165,3
47404,GCA_902800565.1,EJF39089.1,GCA_902800565.1_AIKCAF_01294,36.0,125,4.92e-16,74.3,Ribose-5-phosphate isomerase B,CADCEZ010000044.1,14208,14642,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Physcousia;s__Physcousia sp902799985,EJF39089.1,Clostridium sp. MSTE9,sulfo-TK,sqwI,SE isomerase,PF02502,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,14425.0,2048.5,35165,3
47405,GCA_902800565.1,EJF39099.1,GCA_902800565.1_AIKCAF_01295,37.4,246,2.14e-39,149.0,Transketolase-like pyrimidine-binding domain-containing protein,CADCEZ010000044.1,14720,16735,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Physcousia;s__Physcousia sp902799985,EJF39099.1,Clostridium sp. MSTE9,sulfo-TK,sqwG,SF transketolase,PF00456,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,15727.5,1302.5,35165,3
47437,GCA_902800595.1,AAK90112.1,GCA_902800595.1_JGCPHC_01440,26.8,194,1.79e-06,53.1,Aldo/keto reductase,CADCFA010000029.1,6049,6999,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp902800595,AAK90112.1,Agrobacterium fabrum str. C58,sulfo- ASMO,squF,glucose-6-dehydrogenase,PF00248,https://doi.org/10.1073/pnas.2116022119,6524.0,,35193,2
47438,GCA_902800595.1,AAK90112.1,GCA_902800595.1_JGCPHC_01441,30.2,222,7.64e-07,54.3,NADP-dependent oxidoreductase domain-containing protein,CADCFA010000029.1,7135,8106,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp902800595,AAK90112.1,Agrobacterium fabrum str. C58,sulfo- ASMO,squF,glucose-6-dehydrogenase,PF00248,https://doi.org/10.1073/pnas.2116022119,7620.5,1096.5,35193,2
47511,GCA_902800645.1,EJF39099.1,GCA_902800645.1_GEMNJK_00131,35.2,270,1.02e-35,139.0,Transketolase,CADCFC010000001.1,148008,149981,d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-826;g__UBA2450;s__UBA2450 sp902800645,EJF39099.1,Clostridium sp. MSTE9,sulfo-TK,sqwG,SF transketolase,PF00456,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,148994.5,93244.0,35204,2
47512,GCA_902800645.1,EJF39090.1,GCA_902800645.1_GEMNJK_00135,23.6,259,1.08e-05,51.6,hypothetical protein,CADCFC010000001.1,151847,153691,d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-826;g__UBA2450;s__UBA2450 sp902800645,EJF39090.1,Clostridium sp. MSTE9,sulfo-TK,sqwH,SF transketolase,"PF02779, PF02780",https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,152769.0,3774.5,35204,2
47475,GCA_902800625.1,WP_017967310.1,GCA_902800625.1_AHGGKM_00176,28.4,250,2.79e-12,68.9,hypothetical protein,CADCFG010000001.1,186707,187471,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__UBA2862;s__UBA2862 sp902800625,WP_017967310.1,Rhizobium leguminosarum bv. trifolii SRDI565,sulfo-ED,sedA,SQ dehydrogenase,PF13561,https://pmc.ncbi.nlm.nih.gov/articles/pmid/32444469/ ,187089.0,24548.0,35218,3
47476,GCA_902800625.1,WP_017967310.1,GCA_902800625.1_AHGGKM_00180,30.4,250,4.120000000000001e-21,93.2,Short-chain alcohol dehydrogenase,CADCFG010000001.1,190740,191519,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__UBA2862;s__UBA2862 sp902800625,WP_017967310.1,Rhizobium leguminosarum bv. trifolii SRDI565,sulfo-ED,sedA,SQ dehydrogenase,PF13561,https://pmc.ncbi.nlm.nih.gov/articles/pmid/32444469/ ,191129.5,4040.5,35218,3
47477,GCA_902800625.1,A0A3A6N9T6.1,GCA_902800625.1_AHGGKM_00182,38.7,434,4.16e-80,270.0,Aldehyde-alcohol dehydrogenase,CADCFG010000001.1,192479,195136,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__UBA2862;s__UBA2862 sp902800625,A0A3A6N9T6.1,Acholeplasma sp.,sulfo-TK,sqwD,SA dehydrogenase,PF00171,https://pmc.ncbi.nlm.nih.gov/articles/pmid/37404184/ ,193807.5,2678.0,35218,3
47493,GCA_902800625.1,EJF39103.1,GCA_902800625.1_AHGGKM_02005,25.2,361,6.72e-16,82.8,Iron-containing alcohol dehydrogenase,CADCFG010000019.1,52024,53199,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__UBA2862;s__UBA2862 sp902800625,EJF39103.1,Clostridium sp. MSTE9,sulfo-TK,sqwF,SA reductase,PF00465,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,52611.5,,35234,2
47494,GCA_902800625.1,MCD5344479.1,GCA_902800625.1_AHGGKM_02007,22.9,218,0.000828,45.8,Oxidoreductase domain-containing protein,CADCFG010000019.1,54347,55498,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__UBA2862;s__UBA2862 sp902800625,MCD5344479.1,Arthrobacter sp. AK04,sulfo-EMP,sqgA,SQase,PF01408,https://pmc.ncbi.nlm.nih.gov/articles/PMC10755693/ ,54922.5,2311.0,35234,2
47499,GCA_902800625.1,PRO65851.1,GCA_902800625.1_AHGGKM_02537,25.4,205,0.000329,47.8,hypothetical protein,CADCFG010000034.1,36332,38056,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__UBA2862;s__UBA2862 sp902800625,PRO65851.1,Alkalicoccus urumqiensis BZ-SZ-XJ18,sulfo-EMP,sqvD,SQ isomerase,PF02952,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,37194.0,,35239,2
47500,GCA_902800625.1,PRO65853.1,GCA_902800625.1_AHGGKM_02538,36.7,281,6.310000000000001e-50,170.0,Class II fructose-bisphosphate aldolase,CADCFG010000034.1,38315,39160,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__UBA2862;s__UBA2862 sp902800625,PRO65853.1,Alkalicoccus urumqiensis BZ-SZ-XJ18,sulfo-EMP,sqiA,SFP class II aldolase,PF01116,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,38737.5,1543.5,35239,2
47530,GCA_902800665.1,PRO65851.1,GCA_902800665.1_DJEMKA_00266,23.9,331,4.25e-14,78.6,L-fucose isomerase C-terminal domain-containing protein,CADCFI010000005.1,13562,14965,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Succinivibrio;s__Succinivibrio sp900317105,PRO65851.1,Alkalicoccus urumqiensis BZ-SZ-XJ18,sulfo-EMP,sqvD,SQ isomerase,PF02952,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,14263.5,,35248,3
47531,GCA_902800665.1,EJF39099.1,GCA_902800665.1_DJEMKA_00267,39.8,244,3.2e-60,196.0,Transketolase,CADCFI010000005.1,14971,15795,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Succinivibrio;s__Succinivibrio sp900317105,EJF39099.1,Clostridium sp. MSTE9,sulfo-TK,sqwG,SF transketolase,PF00456,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,15383.0,1119.5,35248,3
47532,GCA_902800665.1,EJF39090.1,GCA_902800665.1_DJEMKA_00268,38.0,300,1.44e-49,171.0,Transketolase,CADCFI010000005.1,15799,16734,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Succinivibrio;s__Succinivibrio sp900317105,EJF39090.1,Clostridium sp. MSTE9,sulfo-TK,sqwH,SF transketolase,"PF02779, PF02780",https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,16266.5,883.5,35248,3
47539,GCA_902800665.1,ADE70661.1,GCA_902800665.1_DJEMKA_01242,40.1,212,5.7299999999999986e-42,145.0,putative transaldolase,CADCFI010000034.1,1670,2320,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Succinivibrio;s__Succinivibrio sp900317105,ADE70661.1,Bacillus megaterium DSM 1804,sulfo-TAL,sqvA,SF transaldolase,PF00923,https://doi.org/10.1016/j.bbrc.2020.09.124,1995.0,,35255,2
47540,GCA_902800665.1,EJF39099.1,GCA_902800665.1_DJEMKA_01243,33.0,276,2.21e-33,132.0,Transketolase,CADCFI010000034.1,2558,4558,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Succinivibrio;s__Succinivibrio sp900317105,EJF39099.1,Clostridium sp. MSTE9,sulfo-TK,sqwG,SF transketolase,PF00456,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,3558.0,1563.0,35255,2
47561,GCA_902800715.1,WP_017967310.1,GCA_902800715.1_CJJHND_01869,28.0,246,1.34e-12,70.1,3-oxoacyl-[acyl-carrier-protein] reductase,CADCFN010000011.1,121639,122460,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Sodaliphilus;s__Sodaliphilus sp902800715,WP_017967310.1,Rhizobium leguminosarum bv. trifolii SRDI565,sulfo-ED,sedA,SQ dehydrogenase,PF13561,https://pmc.ncbi.nlm.nih.gov/articles/pmid/32444469/ ,122049.5,,35285,2
47562,GCA_902800715.1,WP_017967310.1,GCA_902800715.1_CJJHND_01870,28.9,239,5.96e-19,87.8,hypothetical protein,CADCFN010000011.1,122502,123350,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Sodaliphilus;s__Sodaliphilus sp902800715,WP_017967310.1,Rhizobium leguminosarum bv. trifolii SRDI565,sulfo-ED,sedA,SQ dehydrogenase,PF13561,https://pmc.ncbi.nlm.nih.gov/articles/pmid/32444469/ ,122926.0,876.5,35285,2
47567,GCA_902800715.1,WP_017967310.1,GCA_902800715.1_CJJHND_02342,30.1,239,8.89e-17,81.3,3-oxoacyl-[acyl-carrier-protein] reductase,CADCFN010000016.1,44849,45595,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Sodaliphilus;s__Sodaliphilus sp902800715,WP_017967310.1,Rhizobium leguminosarum bv. trifolii SRDI565,sulfo-ED,sedA,SQ dehydrogenase,PF13561,https://pmc.ncbi.nlm.nih.gov/articles/pmid/32444469/ ,45222.0,,35290,3
47568,GCA_902800715.1,WP_017967310.1,GCA_902800715.1_CJJHND_02343,28.0,239,2.99e-14,74.3,3-oxoacyl-[acyl-carrier-protein] reductase,CADCFN010000016.1,45674,46420,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Sodaliphilus;s__Sodaliphilus sp902800715,WP_017967310.1,Rhizobium leguminosarum bv. trifolii SRDI565,sulfo-ED,sedA,SQ dehydrogenase,PF13561,https://pmc.ncbi.nlm.nih.gov/articles/pmid/32444469/ ,46047.0,825.0,35290,3
47569,GCA_902800715.1,WP_017967310.1,GCA_902800715.1_CJJHND_02347,27.7,242,6.64e-13,70.5,3-oxoacyl-[acyl-carrier-protein] reductase,CADCFN010000016.1,48652,49377,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Sodaliphilus;s__Sodaliphilus sp902800715,WP_017967310.1,Rhizobium leguminosarum bv. trifolii SRDI565,sulfo-ED,sedA,SQ dehydrogenase,PF13561,https://pmc.ncbi.nlm.nih.gov/articles/pmid/32444469/ ,49014.5,2967.5,35290,3
47611,GCA_902800795.1,EJF39099.1,GCA_902800795.1_BFEGNF_00821,43.4,256,6.03e-70,221.0,Transketolase 1,CADCFQ010000007.1,49159,49998,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Hominimerdicola;s__Hominimerdicola sp902800795,EJF39099.1,Clostridium sp. MSTE9,sulfo-TK,sqwG,SF transketolase,PF00456,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,49578.5,,35301,2
47612,GCA_902800795.1,EJF39090.1,GCA_902800795.1_BFEGNF_00822,45.2,301,1.59e-77,243.0,1-deoxy-D-xylulose-5-phosphate synthase,CADCFQ010000007.1,50003,50947,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Hominimerdicola;s__Hominimerdicola sp902800795,EJF39090.1,Clostridium sp. MSTE9,sulfo-TK,sqwH,SF transketolase,"PF02779, PF02780",https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,50475.0,896.5,35301,2
47623,GCA_902800795.1,AAK90112.1,GCA_902800795.1_BFEGNF_02273,21.2,292,0.000226,46.6,Aldo/keto reductase,CADCFQ010000033.1,10120,10971,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Hominimerdicola;s__Hominimerdicola sp902800795,AAK90112.1,Agrobacterium fabrum str. C58,sulfo- ASMO,squF,glucose-6-dehydrogenase,PF00248,https://doi.org/10.1073/pnas.2116022119,10545.5,,35312,2
47624,GCA_902800795.1,EJF39103.1,GCA_902800795.1_BFEGNF_02279,23.3,365,4.54e-13,74.3,iron-containing alcohol dehydrogenase,CADCFQ010000033.1,14061,15230,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Hominimerdicola;s__Hominimerdicola sp902800795,EJF39103.1,Clostridium sp. MSTE9,sulfo-TK,sqwF,SA reductase,PF00465,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,14645.5,4100.0,35312,2
47582,GCA_902800785.1,EJF39089.1,GCA_902800785.1_IACCGB_00775,32.3,130,2.37e-11,62.0,Putative galactose-6-phosphate isomerase subunit LacA,CADCFR010000006.1,2913,3335,d__Bacteria;p__Bacillota;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__UBA2897;s__UBA2897 sp002350105,EJF39089.1,Clostridium sp. MSTE9,sulfo-TK,sqwI,SE isomerase,PF02502,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,3124.0,,35319,2
47583,GCA_902800785.1,EJF39089.1,GCA_902800785.1_IACCGB_00776,31.6,117,6.26e-08,53.5,Galactose-6-phosphate isomerase LacB subunit,CADCFR010000006.1,3362,3877,d__Bacteria;p__Bacillota;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__UBA2897;s__UBA2897 sp002350105,EJF39089.1,Clostridium sp. MSTE9,sulfo-TK,sqwI,SE isomerase,PF02502,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,3619.5,495.5,35319,2
47584,GCA_902800785.1,A0A3A6NE59.1,GCA_902800785.1_IACCGB_00799,32.8,369,1.53e-52,184.0,Succinate--CoA ligase [ADP-forming] subunit beta,CADCFR010000006.1,37991,39187,d__Bacteria;p__Bacillota;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__UBA2897;s__UBA2897 sp002350105,A0A3A6NE59.1,Acholeplasma sp.,sulfo-TK,sqwK,ADP-forming sulfoacetate- CoA ligase subunit SqwK,PF00549,https://pmc.ncbi.nlm.nih.gov/articles/pmid/37404184/ ,38589.0,34969.5,35320,2
47585,GCA_902800785.1,A0A3A6N9V6.1,GCA_902800785.1_IACCGB_00800,42.8,285,8.51e-78,242.0,Succinate--CoA ligase [ADP-forming] subunit alpha,CADCFR010000006.1,39201,40103,d__Bacteria;p__Bacillota;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__UBA2897;s__UBA2897 sp002350105,A0A3A6N9V6.1,Acholeplasma sp.,sulfo-TK,sqwL,ADP-forming sulfoacetate-CoA ligase subunit SqwL,PF00549,https://pmc.ncbi.nlm.nih.gov/articles/pmid/37404184/ ,39652.0,1063.0,35320,2
47586,GCA_902800785.1,AYG21321.1,GCA_902800785.1_IACCGB_00852,24.2,273,1.06e-05,50.8,2-dehydro-3-deoxygluconokinase,CADCFR010000006.1,97540,98502,d__Bacteria;p__Bacillota;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__UBA2897;s__UBA2897 sp002350105,AYG21321.1,Escherichia coli str. K-12 substr. MG1655,sulfo-EMP,yihV,SF kinase,PF00294,https://www.nature.com/articles/nature12947 ,98021.0,58369.0,35321,2
47587,GCA_902800785.1,WP_017967310.1,GCA_902800785.1_IACCGB_00854,33.7,252,5.0700000000000006e-27,108.0,2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase,CADCFR010000006.1,99384,100172,d__Bacteria;p__Bacillota;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__UBA2897;s__UBA2897 sp002350105,WP_017967310.1,Rhizobium leguminosarum bv. trifolii SRDI565,sulfo-ED,sedA,SQ dehydrogenase,PF13561,https://pmc.ncbi.nlm.nih.gov/articles/pmid/32444469/ ,99778.0,1757.0,35321,2
47588,GCA_902800785.1,EJF39103.1,GCA_902800785.1_IACCGB_00987,24.1,303,1.07e-16,85.1,Long-chain-alcohol dehydrogenase 2,CADCFR010000008.1,1574,2734,d__Bacteria;p__Bacillota;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__UBA2897;s__UBA2897 sp002350105,EJF39103.1,Clostridium sp. MSTE9,sulfo-TK,sqwF,SA reductase,PF00465,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,2154.0,,35322,3
47589,GCA_902800785.1,AAK90112.1,GCA_902800785.1_IACCGB_00989,26.0,258,2.03e-10,64.7,Glyoxal reductase,CADCFR010000008.1,3797,4660,d__Bacteria;p__Bacillota;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__UBA2897;s__UBA2897 sp002350105,AAK90112.1,Agrobacterium fabrum str. C58,sulfo- ASMO,squF,glucose-6-dehydrogenase,PF00248,https://doi.org/10.1073/pnas.2116022119,4228.5,2074.5,35322,3
47590,GCA_902800785.1,AAK90112.1,GCA_902800785.1_IACCGB_00991,25.5,282,6.82e-11,66.2,Aldo/keto reductase,CADCFR010000008.1,5379,6290,d__Bacteria;p__Bacillota;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__UBA2897;s__UBA2897 sp002350105,AAK90112.1,Agrobacterium fabrum str. C58,sulfo- ASMO,squF,glucose-6-dehydrogenase,PF00248,https://doi.org/10.1073/pnas.2116022119,5834.5,1606.0,35322,3
47697,GCA_902800885.1,EJF39090.1,GCA_902800885.1_EKFKAH_00238,45.2,305,1.49e-78,246.0,Transketolase,CADCFW010000005.1,23991,24941,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-964;s__CAG-964 sp900316025,EJF39090.1,Clostridium sp. MSTE9,sulfo-TK,sqwH,SF transketolase,"PF02779, PF02780",https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,24466.0,,35337,2
47698,GCA_902800885.1,EJF39099.1,GCA_902800885.1_EKFKAH_00239,51.4,243,5.1e-82,253.0,Transketolase 1,CADCFW010000005.1,24941,25882,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-964;s__CAG-964 sp900316025,EJF39099.1,Clostridium sp. MSTE9,sulfo-TK,sqwG,SF transketolase,PF00456,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,25411.5,945.5,35337,2
47674,GCA_902800875.1,WP_017967310.1,GCA_902800875.1_HOMEPN_00632,28.5,249,4.03e-10,62.8,3-oxoacyl-[acyl-carrier-protein] reductase,CADCFY010000006.1,13169,13921,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp900167895,WP_017967310.1,Rhizobium leguminosarum bv. trifolii SRDI565,sulfo-ED,sedA,SQ dehydrogenase,PF13561,https://pmc.ncbi.nlm.nih.gov/articles/pmid/32444469/ ,13545.0,,35359,2
47675,GCA_902800875.1,WP_017967310.1,GCA_902800875.1_HOMEPN_00633,34.2,243,1.2e-24,102.0,3-oxoacyl-ACP synthase,CADCFY010000006.1,13927,14682,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp900167895,WP_017967310.1,Rhizobium leguminosarum bv. trifolii SRDI565,sulfo-ED,sedA,SQ dehydrogenase,PF13561,https://pmc.ncbi.nlm.nih.gov/articles/pmid/32444469/ ,14304.5,759.5,35359,2
47683,GCA_902800875.1,PRO65854.1,GCA_902800875.1_HOMEPN_01149,28.7,338,3.87e-29,123.0,Aldehyde dehydrogenase,CADCFY010000012.1,26152,27540,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp900167895,PRO65854.1,Alkalicoccus urumqiensis BZ-SZ-XJ18,sulfo-EMP,slaB,SLA dehydrogenase,PF02826,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,26846.0,,35367,2
47684,GCA_902800875.1,WP_017967310.1,GCA_902800875.1_HOMEPN_01150,27.2,191,2.79e-05,48.9,hypothetical protein,CADCFY010000012.1,27544,28410,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp900167895,WP_017967310.1,Rhizobium leguminosarum bv. trifolii SRDI565,sulfo-ED,sedA,SQ dehydrogenase,PF13561,https://pmc.ncbi.nlm.nih.gov/articles/pmid/32444469/ ,27977.0,1131.0,35367,2
47652,GCA_902800865.1,EJF39090.1,GCA_902800865.1_ILMEBB_00328,42.3,305,1.03e-70,226.0,Transketolase%2C C-terminal subunit,CADCFZ010000001.1,415491,416444,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__F082;g__Limimorpha;s__Limimorpha sp902786745,EJF39090.1,Clostridium sp. MSTE9,sulfo-TK,sqwH,SF transketolase,"PF02779, PF02780",https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,415967.5,102863.0,35381,2
47653,GCA_902800865.1,EJF39099.1,GCA_902800865.1_ILMEBB_00329,39.3,270,1.22e-55,184.0,Transketolase 2,CADCFZ010000001.1,416446,417288,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__F082;g__Limimorpha;s__Limimorpha sp902786745,EJF39099.1,Clostridium sp. MSTE9,sulfo-TK,sqwG,SF transketolase,PF00456,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,416867.0,899.5,35381,2
47654,GCA_902800865.1,EJF39090.1,GCA_902800865.1_ILMEBB_00415,42.2,296,1.77e-63,215.0,hypothetical protein,CADCFZ010000001.1,524116,525996,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__F082;g__Limimorpha;s__Limimorpha sp902786745,EJF39090.1,Clostridium sp. MSTE9,sulfo-TK,sqwH,SF transketolase,"PF02779, PF02780",https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,525056.0,108189.0,35382,2
